VolcanoID,V_Name,Country,Region,Subregion,Latitude,Longitude,H_active,hazard,class,risk
245010,Taveuni,Fiji,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1,1,NULL,1
245020,Koro,Fiji,New Zealand to Fiji,Fiji Islands,-17.32,179.4,0,NULL,U-NHHR,NULL
245030,Nabukelevu,Fiji,New Zealand to Fiji,Fiji Islands,-19.12,177.979999999999,1,NULL,U-HHR,NULL
250010,St. Andrew Strait,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-2.38,147.349999999999,1,NULL,U-HHR,NULL
250020,Baluan,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-2.57,147.28,0,NULL,U-NHHR,NULL
250030,Unnamed,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-3.03,147.78,1,NULL,U-HHR,NULL
251001,Blup Blup,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-3.507,144.604999999999,0,NULL,U-NHHR,NULL
251002,Kadovar,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-3.63,144.631,0,NULL,U-NHHR,NULL
251010,Bam,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-3.613,144.818,1,1,NULL,1
251011,Boisa,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-3.994,144.962999999999,0,NULL,U-NHHR,NULL
251020,Manam,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1,3,NULL,2
251030,Karkar,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1,3,NULL,2
251040,Unnamed,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.311,146.256,0,NULL,U-NHHR,NULL
251041,Yomba,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.9,146.75,0,NULL,U-NHHR,NULL
251050,Long Island,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1,3,NULL,2
251060,Umboi,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.589,147.875,0,NULL,U-NHHR,NULL
251070,Ritter Island,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.52,148.121,1,1,NULL,1
251080,Sakar,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.414,148.093999999999,0,NULL,U-NHHR,NULL
252001,Unnamed,Papua New Guinea,Melanesia and Australia,New Britain,-5.2,148.569999999999,0,NULL,U-NHHR,NULL
252010,Langila,Papua New Guinea,Melanesia and Australia,New Britain,-5.525,148.419999999999,1,1,NULL,1
252021,Mundua,Papua New Guinea,Melanesia and Australia,New Britain,-4.63,149.349999999999,0,NULL,U-NHHR,NULL
252030,Garove,Papua New Guinea,Melanesia and Australia,New Britain,-4.692,149.5,0,NULL,U-NHHR,NULL
252040,Dakataua,Papua New Guinea,Melanesia and Australia,New Britain,-5.056,150.108,1,NULL,U-HHR,NULL
252050,Bola,Papua New Guinea,Melanesia and Australia,New Britain,-5.15,150.03,0,NULL,U-NHHR,NULL
252060,Garua Harbour,Papua New Guinea,Melanesia and Australia,New Britain,-5.3,150.069999999999,0,NULL,U-NHHR,NULL
252070,Garbuna Group,Papua New Guinea,Melanesia and Australia,New Britain,-5.45,150.03,1,NULL,U-HHR,NULL
252071,Lolo,Papua New Guinea,Melanesia and Australia,New Britain,-5.468,150.507,0,NULL,U-NHHR,NULL
252080,Pago,Papua New Guinea,Melanesia and Australia,New Britain,-5.58,150.52,1,2,NULL,2
252090,Sulu Range,Papua New Guinea,Melanesia and Australia,New Britain,-5.5,150.942,0,NULL,U-NHHR,NULL
252100,Hargy,Papua New Guinea,Melanesia and Australia,New Britain,-5.33,151.099999999999,0,NULL,U-HR,NULL
252110,Bamus,Papua New Guinea,Melanesia and Australia,New Britain,-5.2,151.229999999999,1,NULL,U-HHR,NULL
252120,Ulawun,Papua New Guinea,Melanesia and Australia,New Britain,-5.05,151.33,1,3,NULL,2
252130,Lolobau,Papua New Guinea,Melanesia and Australia,New Britain,-4.92,151.157999999999,1,NULL,U-HHR,NULL
252131,Unnamed,Papua New Guinea,Melanesia and Australia,New Britain,-4.75,150.849999999999,0,NULL,U-NHHR,NULL
252140,Rabaul,Papua New Guinea,Melanesia and Australia,New Britain,-4.271,152.203,1,3,NULL,3
252150,Tavui,Papua New Guinea,Melanesia and Australia,New Britain,-4.12,152.199999999999,0,NULL,U-HR,NULL
253000,Doma Peaks,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-5.9,143.15,0,NULL,U-NHHR,NULL
253001,Crater Mountain,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-6.58,145.08,0,NULL,U-NHHR,NULL
253002,Yelia,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-7.05,145.858,0,NULL,U-NHHR,NULL
253003,Koranga,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-7.33,146.708,0,NULL,U-NHHR,NULL
253004,Madilogo,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.19999999999999,147.569999999999,0,NULL,U-NHHR,NULL
253010,Lamington,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-8.94999999999999,148.15,1,NULL,U-HHR,NULL
253011,Hydrographers Range,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9,148.37,0,NULL,U-NHHR,NULL
253020,Musa River,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.308,148.13,0,NULL,U-NHHR,NULL
253021,Managlase Plateau,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.08,148.33,0,NULL,U-NHHR,NULL
253030,Victory,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.19999999999999,149.069999999999,1,NULL,U-HHR,NULL
253031,Sessagara,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,149.13,0,NULL,U-NHHR,NULL
253040,Waiowa,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.57,149.074999999999,1,NULL,U-HHR,NULL
253041,Goodenough,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,150.349999999999,0,NULL,U-NHHR,NULL
253050,Iamalele,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.52,150.53,0,NULL,U-NHHR,NULL
253060,Dawson Strait Group,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.61999999999999,150.88,0,NULL,U-HR,NULL
254010,Lihir,Papua New Guinea,Melanesia and Australia,New Ireland,-3.125,152.642,0,NULL,U-NHHR,NULL
254020,Ambitle,Papua New Guinea,Melanesia and Australia,New Ireland,-4.08,153.65,0,NULL,U-HR,NULL
255000,Tore,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-5.83,154.93,0,NULL,U-NHHR,NULL
255010,Balbi,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-5.92,154.979999999999,0,NULL,U-NHHR,NULL
255011,Billy Mitchell,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.092,155.224999999999,1,NULL,U-HHR,NULL
255020,Bagana,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.14,155.194999999999,1,3,NULL,2
255021,Takuan Group,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.442,155.608,0,NULL,U-NHHR,NULL
255030,Loloru,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.52,155.62,0,NULL,U-HR,NULL
255050,Simbo,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-8.292,156.52,1,NULL,U-HHR,NULL
255052,Kana Keoki,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-8.75,157.03,0,NULL,U-NHHR,NULL
255053,Coleman Seamount,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-8.83,157.169999999999,0,NULL,U-NHHR,NULL
255060,Kavachi,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.02,157.949999999999,1,1,NULL,1
255061,Unnamed,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-8.92,158.03,0,NULL,U-NHHR,NULL
255062,Gallego,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.35,159.729999999999,0,NULL,U-NHHR,NULL
255070,Savo,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.13,159.819999999999,1,NULL,U-HHR,NULL
256010,Tinakula,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,-10.38,165.8,1,1,NULL,1
257001,Motlav,Vanuatu,Melanesia and Australia,Vanuatu,-13.67,167.669999999999,0,NULL,U-NHHR,NULL
257010,Suretamatai,Vanuatu,Melanesia and Australia,Vanuatu,-13.8,167.47,1,NULL,U-HHR,NULL
257020,Gaua,Vanuatu,Melanesia and Australia,Vanuatu,-14.27,167.5,1,1,NULL,1
257021,Mere Lava,Vanuatu,Melanesia and Australia,Vanuatu,-14.4499999999999,168.05,0,NULL,U-NHHR,NULL
257030,Aoba,Vanuatu,Melanesia and Australia,Vanuatu,-15.4,167.83,1,3,NULL,2
257040,Ambrym,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1,2,NULL,1
257050,Lopevi,Vanuatu,Melanesia and Australia,Vanuatu,-16.507,168.346,1,2,NULL,1
257060,Epi,Vanuatu,Melanesia and Australia,Vanuatu,-16.68,168.37,1,1,NULL,1
257070,Kuwae,Vanuatu,Melanesia and Australia,Vanuatu,-16.829,168.536,1,1,NULL,1
257080,Unnamed,Vanuatu,Melanesia and Australia,Vanuatu,-16.992,168.592,0,NULL,U-NHHR,NULL
257081,North Vate,Vanuatu,Melanesia and Australia,Vanuatu,-17.4699999999999,168.353,0,NULL,U-NHHR,NULL
257090,Traitor's Head,Vanuatu,Melanesia and Australia,Vanuatu,-18.75,169.229999999999,1,NULL,U-HHR,NULL
257100,Yasur,Vanuatu,Melanesia and Australia,Vanuatu,-19.53,169.442,1,2,NULL,2
257110,Aneityum,Vanuatu,Melanesia and Australia,Vanuatu,-20.1999999999999,169.78,0,NULL,U-NHHR,NULL
258001,Eastern Gemini Seamount,France,Melanesia and Australia,Pacific Ocean (southwestern),-20.98,170.28,1,NULL,U-HHR,NULL
258010,Matthew Island,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.3299999999999,171.319999999999,1,NULL,U-HHR,NULL
258020,Hunter Island,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.3999999999999,172.05,1,NULL,U-HHR,NULL
258030,Unnamed,Undersea Features,Melanesia and Australia,Pacific Ocean (southwestern),-25.78,168.63,1,NULL,U-HHR,NULL
259010,Newer Volcanics Province,Australia,Melanesia and Australia,Australia,-37.77,142.5,0,NULL,U-HR,NULL
260001,Narcondum,India,Indonesia,Andaman Islands,13.43,94.28,0,NULL,U-NHHR,NULL
260010,Barren Island,India,Indonesia,Andaman Islands,12.278,93.858,1,1,NULL,1
261020,Seulawah Agam,Indonesia,Indonesia,Sumatra,5.448,95.658,1,NULL,U-HHR,NULL
261030,Peuet Sague,Indonesia,Indonesia,Sumatra,4.914,96.3289999999999,1,2,NULL,2
261050,"Telong, Bur ni",Indonesia,Indonesia,Sumatra,4.769,96.8209999999999,1,1,NULL,2
261070,Sibayak,Indonesia,Indonesia,Sumatra,3.23,98.5199999999999,1,NULL,U-HHR,NULL
261080,Sinabung,Indonesia,Indonesia,Sumatra,3.17,98.3919999999999,1,NULL,U-HHR,NULL
261090,Toba,Indonesia,Indonesia,Sumatra,2.58,98.8299999999999,0,NULL,U-NHHR,NULL
261101,Imun,Indonesia,Indonesia,Sumatra,2.158,98.93,0,NULL,U-NHHR,NULL
261110,Sibualbuali,Indonesia,Indonesia,Sumatra,1.556,99.2549999999999,0,NULL,U-NHHR,NULL
261111,Lubukraya,Indonesia,Indonesia,Sumatra,1.478,99.209,0,NULL,U-NHHR,NULL
261120,Sorikmarapi,Indonesia,Indonesia,Sumatra,0.686,99.539,1,2,NULL,2
261121,Malintang,Indonesia,Indonesia,Sumatra,0.47,99.67,0,NULL,U-NHHR,NULL
261130,Talakmau,Indonesia,Indonesia,Sumatra,0.079,99.98,0,NULL,U-NHHR,NULL
261131,Sarik-Gajah,Indonesia,Indonesia,Sumatra,0.08,100.2,0,NULL,U-NHHR,NULL
261140,Marapi,Indonesia,Indonesia,Sumatra,-0.381,100.473,1,1,NULL,2
261150,Tandikat,Indonesia,Indonesia,Sumatra,-0.433,100.316999999999,1,NULL,U-HHR,NULL
261160,Talang,Indonesia,Indonesia,Sumatra,-0.978,100.679,1,1,NULL,2
261170,Kerinci,Indonesia,Indonesia,Sumatra,-1.697,101.264,1,1,NULL,2
261171,Kunyit,Indonesia,Indonesia,Sumatra,-2.274,101.483,0,NULL,U-NHHR,NULL
261172,Hutapanjang,Indonesia,Indonesia,Sumatra,-2.33,101.599999999999,0,NULL,U-NHHR,NULL
261180,Sumbing,Indonesia,Indonesia,Sumatra,-2.414,101.727999999999,1,NULL,U-HHR,NULL
261191,Pendan,Indonesia,Indonesia,Sumatra,-2.82,102.02,0,NULL,U-NHHR,NULL
261200,Belirang-Beriti,Indonesia,Indonesia,Sumatra,-2.82,102.18,0,NULL,U-NHHR,NULL
261210,"Daun, Bukit",Indonesia,Indonesia,Sumatra,-3.38,102.37,0,NULL,U-NHHR,NULL
261220,Kaba,Indonesia,Indonesia,Sumatra,-3.52,102.62,1,2,NULL,2
261230,Dempo,Indonesia,Indonesia,Sumatra,-4.03,103.13,1,1,NULL,1
261231,Patah,Indonesia,Indonesia,Sumatra,-4.27,103.3,0,NULL,U-NHHR,NULL
261240,"Lumut Balai, Bukit",Indonesia,Indonesia,Sumatra,-4.22,103.62,0,NULL,U-NHHR,NULL
261250,Besar,Indonesia,Indonesia,Sumatra,-4.43,103.67,1,NULL,U-HHR,NULL
261251,Ranau,Indonesia,Indonesia,Sumatra,-4.83,103.92,0,NULL,U-NHHR,NULL
261260,Sekincau Belirang,Indonesia,Indonesia,Sumatra,-5.12,104.319999999999,0,NULL,U-NHHR,NULL
261270,Suoh,Indonesia,Indonesia,Sumatra,-5.25,104.27,1,NULL,U-HHR,NULL
261280,Hulubelu,Indonesia,Indonesia,Sumatra,-5.35,104.599999999999,0,NULL,U-NHHR,NULL
261290,Rajabasa,Indonesia,Indonesia,Sumatra,-5.78,105.625,0,NULL,U-NHHR,NULL
262000,Krakatau,Indonesia,Indonesia,Krakatau,-6.102,105.423,1,2,NULL,2
263010,Pulosari,Indonesia,Indonesia,Java,-6.342,105.974999999999,0,NULL,U-NHHR,NULL
263020,Karang,Indonesia,Indonesia,Java,-6.27,106.042,0,NULL,U-NHHR,NULL
263040,Perbakti-Gagak,Indonesia,Indonesia,Java,-6.75,106.7,1,1,NULL,2
263050,Salak,Indonesia,Indonesia,Java,-6.72,106.73,1,1,NULL,2
263060,Gede,Indonesia,Indonesia,Java,-6.78,106.98,1,1,NULL,3
263070,Patuha,Indonesia,Indonesia,Java,-7.16,107.4,0,NULL,U-NHHR,NULL
263080,Wayang-Windu,Indonesia,Indonesia,Java,-7.208,107.63,0,NULL,U-NHHR,NULL
263081,Malabar,Indonesia,Indonesia,Java,-7.13,107.65,0,NULL,U-NHHR,NULL
263090,Tangkubanparahu,Indonesia,Indonesia,Java,-6.77,107.599999999999,1,1,NULL,3
263100,Papandayan,Indonesia,Indonesia,Java,-7.32,107.73,1,1,NULL,2
263110,Kendang,Indonesia,Indonesia,Java,-7.23,107.72,0,NULL,U-NHHR,NULL
263130,Guntur,Indonesia,Indonesia,Java,-7.143,107.84,1,1,NULL,3
263131,Tampomas,Indonesia,Indonesia,Java,-6.77,107.95,0,NULL,U-NHHR,NULL
263140,Galunggung,Indonesia,Indonesia,Java,-7.25,108.058,1,3,NULL,3
263150,Talagabodas,Indonesia,Indonesia,Java,-7.208,108.069999999999,0,NULL,U-NHHR,NULL
263160,"Karaha, Kawah",Indonesia,Indonesia,Java,-7.12,108.08,0,NULL,U-NHHR,NULL
263170,Cereme,Indonesia,Indonesia,Java,-6.892,108.4,1,2,NULL,3
263180,Slamet,Indonesia,Indonesia,Java,-7.242,109.208,1,1,NULL,2
263200,Dieng Volcanic Large cone(s),Indonesia,Indonesia,Java,-7.2,109.92,1,1,NULL,3
263210,Sundoro,Indonesia,Indonesia,Java,-7.3,109.992,1,1,NULL,3
263220,Sumbing,Indonesia,Indonesia,Java,-7.384,110.069999999999,1,NULL,U-HHR,NULL
263230,Ungaran,Indonesia,Indonesia,Java,-7.18,110.33,0,NULL,U-NHHR,NULL
263231,Telomoyo,Indonesia,Indonesia,Java,-7.37,110.4,0,NULL,U-NHHR,NULL
263240,Merbabu,Indonesia,Indonesia,Java,-7.45,110.43,1,NULL,U-HHR,NULL
263250,Merapi,Indonesia,Indonesia,Java,-7.542,110.441999999999,1,3,NULL,3
263251,Muria,Indonesia,Indonesia,Java,-6.62,110.88,0,NULL,U-HR,NULL
263260,Lawu,Indonesia,Indonesia,Java,-7.625,111.191999999999,1,NULL,U-HHR,NULL
263270,Wilis,Indonesia,Indonesia,Java,-7.808,111.758,0,NULL,U-NHHR,NULL
263280,Kelut,Indonesia,Indonesia,Java,-7.93,112.308,1,3,NULL,3
263281,Kawi-Butak,Indonesia,Indonesia,Java,-7.92,112.45,0,NULL,U-NHHR,NULL
263290,Arjuno-Welirang,Indonesia,Indonesia,Java,-7.725,112.58,1,NULL,U-HHR,NULL
263291,Penanggungan,Indonesia,Indonesia,Java,-7.62,112.63,0,NULL,U-NHHR,NULL
263292,Malang Plain,Indonesia,Indonesia,Java,-8.02,112.68,0,NULL,U-NHHR,NULL
263300,Semeru,Indonesia,Indonesia,Java,-8.108,112.92,1,3,NULL,3
263310,Tengger Caldera(s),Indonesia,Indonesia,Java,-7.942,112.95,1,2,NULL,3
263320,Lamongan,Indonesia,Indonesia,Java,-7.979,113.342,1,1,NULL,2
263321,Lurus,Indonesia,Indonesia,Java,-7.73,113.58,0,NULL,U-NHHR,NULL
263330,Iyang-Argapura,Indonesia,Indonesia,Java,-7.97,113.569999999999,0,NULL,U-NHHR,NULL
263340,Raung,Indonesia,Indonesia,Java,-8.125,114.042,1,2,NULL,2
263350,Ijen,Indonesia,Indonesia,Java,-8.058,114.242,1,2,NULL,2
263351,Baluran,Indonesia,Indonesia,Java,-7.85,114.37,0,NULL,U-NHHR,NULL
264001,Bratan,Indonesia,Indonesia,Lesser Sunda Islands,-8.27999999999999,115.13,0,NULL,U-NHHR,NULL
264010,Batur,Indonesia,Indonesia,Lesser Sunda Islands,-8.242,115.375,1,1,NULL,3
264020,Agung,Indonesia,Indonesia,Lesser Sunda Islands,-8.342,115.508,1,NULL,U-HHR,NULL
264030,Rinjani,Indonesia,Indonesia,Lesser Sunda Islands,-8.42,116.47,1,2,NULL,2
264040,Tambora,Indonesia,Indonesia,Lesser Sunda Islands,-8.25,118,1,3,NULL,3
264050,Sangeang Api,Indonesia,Indonesia,Lesser Sunda Islands,-8.19999999999999,119.069999999999,1,2,NULL,2
264060,"Sano, Wai",Indonesia,Indonesia,Lesser Sunda Islands,-8.72,120.02,0,NULL,U-NHHR,NULL
264070,Poco Leok,Indonesia,Indonesia,Lesser Sunda Islands,-8.68,120.48,0,NULL,U-NHHR,NULL
264071,Ranakah,Indonesia,Indonesia,Lesser Sunda Islands,-8.61999999999999,120.52,1,NULL,U-HHR,NULL
264080,Inierie,Indonesia,Indonesia,Lesser Sunda Islands,-8.875,120.95,0,NULL,U-HR,NULL
264090,Inielika,Indonesia,Indonesia,Lesser Sunda Islands,-8.73,120.98,1,NULL,U-HHR,NULL
264100,Ebulobo,Indonesia,Indonesia,Lesser Sunda Islands,-8.82,121.18,1,2,NULL,2
264110,Iya,Indonesia,Indonesia,Lesser Sunda Islands,-8.897,121.645,1,2,NULL,2
264120,Sukaria Caldera(s),Indonesia,Indonesia,Lesser Sunda Islands,-8.792,121.77,0,NULL,U-NHHR,NULL
264130,Ndete Napu,Indonesia,Indonesia,Lesser Sunda Islands,-8.72,121.78,0,NULL,U-NHHR,NULL
264140,Kelimutu,Indonesia,Indonesia,Lesser Sunda Islands,-8.77,121.819999999999,1,NULL,U-HHR,NULL
264150,Paluweh,Indonesia,Indonesia,Lesser Sunda Islands,-8.32,121.708,1,2,NULL,1
264160,Egon,Indonesia,Indonesia,Lesser Sunda Islands,-8.67,122.45,1,1,NULL,2
264170,Ilimuda,Indonesia,Indonesia,Lesser Sunda Islands,-8.478,122.671,0,NULL,U-NHHR,NULL
264180,Lewotobi,Indonesia,Indonesia,Lesser Sunda Islands,-8.542,122.775,1,1,NULL,2
264200,Leroboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.358,122.842,1,1,NULL,2
264220,Iliboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.342,123.258,1,1,NULL,2
264230,Lewotolo,Indonesia,Indonesia,Lesser Sunda Islands,-8.272,123.505,1,1,NULL,1
264240,Ililabalekan,Indonesia,Indonesia,Lesser Sunda Islands,-8.55,123.38,0,NULL,U-NHHR,NULL
264250,Iliwerung,Indonesia,Indonesia,Lesser Sunda Islands,-8.52999999999999,123.569999999999,1,2,NULL,2
264260,"Tara, Batu",Indonesia,Indonesia,Lesser Sunda Islands,-7.792,123.578999999999,1,NULL,U-HHR,NULL
264270,Sirung,Indonesia,Indonesia,Lesser Sunda Islands,-8.50799999999999,124.13,1,1,NULL,1
264280,Yersey,Indonesia,Indonesia,Lesser Sunda Islands,-7.53,123.95,0,NULL,U-NHHR,NULL
265010,Emperor of China,Indonesia,Indonesia,Banda Sea,-6.62,124.22,0,NULL,U-NHHR,NULL
265020,Nieuwerkerk,Indonesia,Indonesia,Banda Sea,-6.6,124.675,0,NULL,U-NHHR,NULL
265030,Gunungapi Wetar,Indonesia,Indonesia,Banda Sea,-6.642,126.65,1,NULL,U-HHR,NULL
265040,Wurlali,Indonesia,Indonesia,Banda Sea,-7.125,128.675,1,NULL,U-HHR,NULL
265050,Teon,Indonesia,Indonesia,Banda Sea,-6.92,129.125,1,3,NULL,2
265060,Nila,Indonesia,Indonesia,Banda Sea,-6.73,129.5,1,1,NULL,1
265070,Serua,Indonesia,Indonesia,Banda Sea,-6.3,130,1,2,NULL,1
265080,Manuk,Indonesia,Indonesia,Banda Sea,-5.53,130.292,0,NULL,U-NHHR,NULL
265090,Banda Api,Indonesia,Indonesia,Banda Sea,-4.525,129.871,1,1,NULL,1
266010,Colo [Una Una],Indonesia,Indonesia,Sulawesi,-0.17,121.608,1,NULL,U-HHR,NULL
266020,Ambang,Indonesia,Indonesia,Sulawesi,0.75,124.42,1,NULL,U-HHR,NULL
266030,Soputan,Indonesia,Indonesia,Sulawesi,1.108,124.73,1,3,NULL,3
266040,Sempu,Indonesia,Indonesia,Sulawesi,1.13,124.758,0,NULL,U-NHHR,NULL
266070,Tondano Caldera(s),Indonesia,Indonesia,Sulawesi,1.23,124.83,0,NULL,U-NHHR,NULL
266100,Lokon-Empung,Indonesia,Indonesia,Sulawesi,1.358,124.792,1,3,NULL,3
266110,Mahawu,Indonesia,Indonesia,Sulawesi,1.358,124.858,1,2,NULL,3
266120,Klabat,Indonesia,Indonesia,Sulawesi,1.47,125.03,0,NULL,U-NHHR,NULL
266130,Tongkoko,Indonesia,Indonesia,Sulawesi,1.52,125.2,1,2,NULL,2
267010,Ruang,Indonesia,Indonesia,Sangihe Islands,2.3,125.37,1,3,NULL,2
267020,Karangetang [Api Siau],Indonesia,Indonesia,Sangihe Islands,2.78,125.4,1,3,NULL,2
267030,Banua Wuhu,Indonesia,Indonesia,Sangihe Islands,3.138,125.491,1,1,NULL,1
267040,Awu,Indonesia,Indonesia,Sangihe Islands,3.67,125.5,1,3,NULL,3
267050,Unnamed,Indonesia,Indonesia,Sangihe Islands,3.97,124.17,0,NULL,U-NHHR,NULL
268001,Tarakan,Indonesia,Indonesia,Halmahera,1.83,127.83,0,NULL,U-NHHR,NULL
268010,Dukono,Indonesia,Indonesia,Halmahera,1.68,127.88,1,NULL,U-HHR,NULL
268020,Tobaru,Indonesia,Indonesia,Halmahera,1.63,127.67,0,NULL,U-NHHR,NULL
268030,Ibu,Indonesia,Indonesia,Halmahera,1.488,127.63,1,1,NULL,1
268040,Gamkonora,Indonesia,Indonesia,Halmahera,1.38,127.53,1,2,NULL,2
268050,Todoko-Ranu,Indonesia,Indonesia,Halmahera,1.25,127.47,0,NULL,U-NHHR,NULL
268051,Jailolo,Indonesia,Indonesia,Halmahera,1.08,127.42,0,NULL,U-NHHR,NULL
268052,Hiri,Indonesia,Indonesia,Halmahera,0.9,127.319999999999,0,NULL,U-NHHR,NULL
268060,Gamalama,Indonesia,Indonesia,Halmahera,0.8,127.33,1,2,NULL,3
268061,Tidore,Indonesia,Indonesia,Halmahera,0.658,127.4,0,NULL,U-NHHR,NULL
268062,Mare,Indonesia,Indonesia,Halmahera,0.57,127.4,0,NULL,U-NHHR,NULL
268063,Moti,Indonesia,Indonesia,Halmahera,0.45,127.4,0,NULL,U-NHHR,NULL
268070,Makian,Indonesia,Indonesia,Halmahera,0.32,127.4,1,3,NULL,2
268071,Tigalalu,Indonesia,Indonesia,Halmahera,0.07,127.42,0,NULL,U-NHHR,NULL
268072,Amasing,Indonesia,Indonesia,Halmahera,-0.53,127.48,0,NULL,U-NHHR,NULL
268073,Bibinoi,Indonesia,Indonesia,Halmahera,-0.77,127.72,0,NULL,U-NHHR,NULL
269010,Bombalai,Malaysia,Indonesia,Borneo,4.4,117.88,0,NULL,U-NHHR,NULL
270010,Jolo,Philippines,Philippines and SE Asia,Sulu Islands,6.013,121.057,1,NULL,U-HHR,NULL
271010,Balut,Philippines,Philippines and SE Asia,Mindanao,5.4,125.375,0,NULL,U-NHHR,NULL
271011,Parker,Philippines,Philippines and SE Asia,Mindanao,6.113,124.892,1,NULL,U-HHR,NULL
271020,Matutum,Philippines,Philippines and SE Asia,Mindanao,6.37,125.069999999999,0,NULL,U-HR,NULL
271030,Apo,Philippines,Philippines and SE Asia,Mindanao,6.989,125.269,0,NULL,U-NHHR,NULL
271031,Leonard Range,Philippines,Philippines and SE Asia,Mindanao,7.382,126.047,0,NULL,U-HR,NULL
271040,Makaturing,Philippines,Philippines and SE Asia,Mindanao,7.647,124.319999999999,1,NULL,U-HHR,NULL
271050,Latukan,Philippines,Philippines and SE Asia,Mindanao,7.65,124.45,0,NULL,U-NHHR,NULL
271060,Ragang,Philippines,Philippines and SE Asia,Mindanao,7.7,124.5,1,1,NULL,1
271061,Kalatungan,Philippines,Philippines and SE Asia,Mindanao,7.95,124.8,0,NULL,U-NHHR,NULL
271070,Musuan,Philippines,Philippines and SE Asia,Mindanao,7.877,125.068,1,NULL,U-HHR,NULL
271071,Malindang,Philippines,Philippines and SE Asia,Mindanao,8.22,123.63,0,NULL,U-NHHR,NULL
271072,Balatukan,Philippines,Philippines and SE Asia,Mindanao,8.77,124.98,0,NULL,U-NHHR,NULL
271080,Camiguin,Philippines,Philippines and SE Asia,Mindanao,9.20299999999999,124.673,1,3,NULL,3
271090,Paco,Philippines,Philippines and SE Asia,Mindanao,9.593,125.52,0,NULL,U-NHHR,NULL
272010,Cuernos de Negros,Philippines,Philippines and SE Asia,Central Philippines,9.25,123.17,0,NULL,U-NHHR,NULL
272020,Kanlaon,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,1,1,NULL,2
272030,Mandalagan,Philippines,Philippines and SE Asia,Central Philippines,10.65,123.25,0,NULL,U-NHHR,NULL
